label,url_length,num_dots,num_hyphen,num_slashes,https,subdomains,has_at_symbol,has_double_slash,has_ip,num_underscores,num_percent,num_digits,num_query_params,has_query,path_depth,suspicious_tld,brand_in_url,is_shortened,suspicious_word_count,url_entropy,hostname_length,digit_letter_ratio,num_special_chars,tld_in_path,longest_digit_run,uses_free_hosting,brand_on_free_hosting,brand_domain_mismatch,text_length,token_count,scam_keyword_count,scam_keyword_density,exclamation_count,caps_ratio,avg_word_length
0,28,1,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.9233,9,0.0,0,0,0,0,0,0,142,15,0,0.0,0,0.0259,6.333
0,35,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9929,27,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
0,16,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4528,8,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
0,48,4,0,5,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,3.8798,17,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
1,63,1,2,3,1,0,0,0,0,0,0,3,1,1,1,1,0,0,3,4.6719,27,0.0,1,0,0,0,0,0,240,24,2,0.083333,0,0.0567,6.375
1,41,1,3,3,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,4.181,21,0.0,0,0,0,0,0,0,229,29,2,0.068966,1,0.1868,6.103
1,42,3,2,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,4.112,35,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
1,54,2,0,3,1,1,0,0,0,1,0,5,0,0,1,0,0,0,0,4.9072,17,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
1,42,2,0,4,1,1,0,0,0,0,0,15,0,0,2,0,0,0,0,4.4453,14,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
1,175,2,1,7,1,1,0,0,0,1,0,15,3,1,5,0,1,0,0,5.609,15,0.0,3,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
0,20,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6464,12,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
1,175,2,1,7,1,1,0,0,0,2,0,15,3,1,5,0,1,0,0,5.479,15,0.0,3,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
0,25,3,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5329,17,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
0,22,3,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4474,14,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
0,43,2,2,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4.1933,10,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
1,78,4,2,7,1,1,0,0,0,0,0,0,0,0,5,0,0,0,0,4.3716,23,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
1,76,2,1,3,1,1,0,0,0,0,0,22,2,1,0,0,0,0,0,4.8626,25,0.1,2,0,2,0,0,0,0,0,0,0.0,0,0.0,0.0
