label,url_length,num_dots,num_hyphen,num_slashes,https,subdomains,has_at_symbol,has_double_slash,has_ip,num_underscores,num_percent,num_digits,num_query_params,has_query,path_depth,suspicious_tld,brand_in_url,is_shortened,suspicious_word_count,url_entropy,hostname_length,digit_letter_ratio,num_special_chars,tld_in_path,longest_digit_run,uses_free_hosting,brand_on_free_hosting,brand_domain_mismatch,text_length,token_count,scam_keyword_count,scam_keyword_density,exclamation_count,caps_ratio,avg_word_length
0,24,2,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8239,15,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
0,30,3,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8477,22,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
1,49,2,10,2,1,1,0,0,0,0,0,6,0,0,0,0,0,0,0,4.0568,41,0.2609,0,0,6,1,0,0,0,0,0,0.0,0,0.0,0.0
0,28,1,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.8249,15,0.0,0,0,0,0,0,0,125,13,0,0.0,0,0.0396,6.077
1,30,2,0,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4.2817,21,0.0556,0,0,1,1,0,0,0,0,0,0.0,0,0.0,0.0
1,164,2,4,3,0,1,0,0,0,3,0,26,2,1,0,0,0,0,0,5.7864,40,0.2963,2,0,8,0,0,0,0,0,0,0.0,0,0.0,0.0
0,24,1,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.8554,7,0.0,0,0,0,0,0,0,162,19,0,0.0,0,0.0299,6.158
0,25,1,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.1035,9,0.0,0,0,0,0,0,0,142,15,0,0.0,0,0.0259,6.333
0,31,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1069,23,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
0,25,3,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5631,16,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
1,43,3,0,3,1,2,0,0,0,0,0,6,0,0,0,0,0,0,0,4.3503,34,0.24,0,0,6,0,0,0,0,0,0,0.0,0,0.0,0.0
0,25,1,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.6733,12,0.0,0,0,0,0,0,0,142,17,0,0.0,0,0.0177,6.235
0,23,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7294,15,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
1,54,1,0,7,0,0,0,0,0,0,0,2,0,0,5,0,0,0,1,4.3861,10,0.125,1,0,1,0,0,0,0,0,0,0.0,0,0.0,0.0
0,23,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5555,15,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
0,25,1,0,3,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,3.6391,9,0.0,0,0,0,0,0,0,160,19,0,0.0,0,0.0231,5.789
0,47,2,0,3,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,4.4105,19,0.0,2,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
1,190,3,4,7,1,1,0,0,0,1,0,15,4,1,5,0,1,0,0,5.613,15,0.0,4,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
0,88,1,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4.1038,21,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
1,58,2,1,2,1,1,0,0,0,0,0,17,0,0,0,0,0,0,0,4.5452,50,0.5667,0,0,17,0,0,0,0,0,0,0.0,0,0.0,0.0
0,28,1,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.8693,10,0.0,0,0,0,0,0,0,140,17,0,0.0,0,0.018,6.118
0,35,4,0,3,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,3.8214,14,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
0,22,1,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.6635,9,0.0,0,0,0,0,0,0,214,22,0,0.0,0,0.0289,6.0
0,29,2,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3.9952,21,0.0556,0,0,1,0,0,0,0,0,0,0.0,0,0.0,0.0
0,34,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9764,25,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
1,36,1,0,5,1,0,0,0,0,0,0,4,0,0,3,0,0,0,0,4.382,10,0.125,0,0,1,0,0,0,0,0,0,0.0,0,0.0,0.0
0,40,2,1,6,1,1,0,0,0,0,0,0,0,0,4,0,0,0,0,4.0276,8,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
0,28,2,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0391,19,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
1,38,2,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.051,29,0.0,0,0,0,1,0,0,0,0,0,0.0,0,0.0,0.0
0,26,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.892,10,0.0,0,0,0,0,0,0,165,19,0,0.0,0,0.0292,6.316
1,29,2,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0213,20,0.0,0,0,0,1,0,0,0,0,0,0.0,0,0.0,0.0
0,26,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7962,18,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
1,52,2,1,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4.1401,43,0.0256,0,0,1,0,0,0,0,0,0,0.0,0,0.0,0.0
0,33,2,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1421,24,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
0,23,1,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.882,10,0.0,0,0,0,0,0,0,215,22,0,0.0,0,0.0287,6.045
1,68,1,2,3,1,0,0,0,0,0,0,3,1,1,1,1,0,0,2,4.3659,31,0.0,1,0,0,0,0,0,220,23,3,0.130435,1,0.0407,6.043
0,27,1,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.8282,15,0.0,0,0,0,0,0,0,220,22,0,0.0,0,0.0279,6.273
1,57,1,6,5,1,0,0,0,0,0,0,5,0,0,2,0,0,0,0,4.5391,35,0.2174,0,0,1,0,0,0,0,0,0,0.0,0,0.0,0.0
1,30,2,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3.9811,21,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
1,22,1,0,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4.1524,7,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
0,24,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6573,16,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
1,43,1,3,3,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3,4.1985,23,0.0,0,0,0,0,0,0,211,24,6,0.25,1,0.061,5.125
1,106,2,3,6,0,0,0,0,0,0,0,5,1,1,4,0,0,0,0,4.9146,13,0.0,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
0,18,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3774,10,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
0,32,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8164,24,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
0,29,2,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9002,20,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
1,37,2,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0672,28,0.0,0,0,0,1,0,0,0,0,0,0.0,0,0.0,0.0
1,34,2,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0941,25,0.0,0,0,0,1,0,0,0,0,0,0.0,0,0.0,0.0
0,21,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.749,12,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
0,21,3,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5226,13,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
0,40,2,0,4,1,1,0,0,0,0,0,0,0,0,2,0,1,0,0,4.0037,16,0.0,0,0,0,0,0,0,167,20,0,0.0,0,0.0221,5.8
1,36,2,1,2,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,4.1762,29,0.3684,0,0,7,0,0,0,0,0,0,0.0,0,0.0,0.0
1,62,3,1,3,1,1,0,0,0,0,0,24,0,0,1,0,0,0,0,4.6833,43,1.5,0,0,11,0,0,0,0,0,0,0.0,0,0.0,0.0
0,33,1,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.165,17,0.0,0,0,0,0,0,0,135,16,0,0.0,0,0.028,5.75
0,18,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5033,10,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
1,46,1,3,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,4.2326,28,0.0,0,0,0,0,0,0,219,26,0,0.0,1,0.0636,6.0
1,22,1,0,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4.0615,7,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
0,34,2,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9176,25,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
1,29,2,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2113,20,0.0,0,0,0,1,0,0,0,0,0,0.0,0,0.0,0.0
1,83,2,0,5,1,1,0,0,0,0,0,9,0,0,3,0,1,0,0,5.0437,15,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
0,18,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3083,10,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
1,35,2,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8973,26,0.0,0,0,0,1,0,0,0,0,0,0.0,0,0.0,0.0
1,31,1,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4.0266,6,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
1,53,2,2,2,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,4.2448,46,0.1053,0,0,4,0,0,0,0,0,0,0.0,0,0.0,0.0
1,46,3,1,6,1,1,0,0,0,0,0,2,1,1,1,0,0,0,0,4.3466,7,0.0,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
0,29,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8833,21,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
0,24,2,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9387,15,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
0,28,2,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6726,19,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
1,20,1,0,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3.8842,5,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
1,28,1,0,3,1,0,0,0,0,0,0,3,0,0,1,0,0,1,0,4.2534,11,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
1,65,1,3,3,1,0,0,0,0,0,0,5,1,1,1,0,0,0,2,4.7471,27,0.0,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
1,22,1,0,3,1,0,0,0,0,0,0,2,0,0,1,0,0,1,0,4.0272,6,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
1,40,2,1,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4.0939,31,0.037,0,0,1,0,0,0,0,0,0,0.0,0,0.0,0.0
0,35,2,1,4,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4.229,15,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
0,27,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8842,19,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
1,58,2,0,6,1,0,0,1,0,0,0,4,0,0,3,0,0,0,1,4.4717,13,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
1,176,2,3,7,1,1,0,0,0,0,0,17,3,1,5,0,1,0,0,5.4977,15,0.0,3,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
0,17,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6901,8,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
0,23,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7623,14,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
0,19,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5766,12,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
1,48,1,3,3,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3.9384,26,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
0,23,2,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3.5555,15,0.0833,0,0,1,0,0,0,0,0,0,0.0,0,0.0,0.0
1,56,1,3,3,0,0,0,0,0,0,0,3,1,1,1,1,0,0,3,4.4682,22,0.0,1,0,0,0,0,0,219,26,0,0.0,1,0.0636,6.0
0,16,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.375,9,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
1,20,1,0,3,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,3.7464,6,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
1,62,3,1,3,1,1,0,0,0,0,0,18,0,0,1,0,0,0,0,4.7081,43,0.8182,0,0,4,0,0,0,0,0,0,0.0,0,0.0,0.0
0,27,1,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.6764,9,0.0,0,0,0,0,0,0,189,18,0,0.0,0,0.0191,7.056
0,25,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7035,17,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
0,26,2,0,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3.9022,14,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
1,28,1,0,4,1,0,0,0,0,0,0,4,0,0,1,0,0,0,0,4.209,10,0.8,0,0,3,0,0,0,0,0,0,0.0,0,0.0,0.0
1,29,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9354,20,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
1,31,2,1,2,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,4.2603,24,0.75,0,0,9,0,0,0,0,0,0,0.0,0,0.0,0.0
1,41,2,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4.1435,32,0.0,0,0,0,1,0,0,0,0,0,0.0,0,0.0,0.0
1,47,3,1,4,1,1,0,0,0,0,0,4,0,0,2,0,0,0,0,4.3735,24,0.2353,0,0,4,0,0,0,0,0,0,0.0,0,0.0,0.0
0,22,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6635,14,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
1,33,2,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1273,24,0.0,0,0,0,1,0,0,0,0,0,0.0,0,0.0,0.0
0,31,3,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3.76,23,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
0,31,2,0,3,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,3.9378,16,0.0,0,0,0,0,0,0,146,18,0,0.0,0,0.0172,6.056
1,46,2,2,3,1,1,0,0,0,0,0,2,0,0,1,0,0,0,1,4.2818,28,0.04,0,0,1,0,0,0,0,0,0,0.0,0,0.0,0.0
1,54,2,0,3,1,1,0,0,0,0,0,8,0,0,1,0,0,0,0,4.8173,17,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
1,39,2,3,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.173,24,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
0,25,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8635,17,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
1,84,2,0,6,1,1,0,0,0,2,0,9,0,0,4,0,1,0,0,5.215,15,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
0,19,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5369,11,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
1,67,2,4,4,1,1,0,0,0,0,0,22,0,0,2,0,0,0,0,4.5846,17,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
0,35,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1072,27,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
1,67,2,4,4,1,1,0,0,0,0,0,18,0,0,2,0,0,0,0,4.6312,17,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
0,36,3,0,4,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3.9512,20,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
0,49,3,0,3,1,1,0,0,0,0,0,4,1,1,1,0,0,0,0,4.3874,18,0.0,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
1,43,2,0,4,1,1,0,0,0,0,0,15,0,0,2,0,0,0,0,4.2398,15,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
0,22,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6292,14,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
0,34,3,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4.1163,15,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
0,22,2,1,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3.6635,13,0.1111,0,0,1,0,0,0,0,0,0,0.0,0,0.0,0.0
1,192,1,3,3,1,0,0,0,0,9,0,40,6,1,1,0,0,1,0,5.1916,6,0.0,6,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
0,43,2,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2222,35,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
1,41,1,4,3,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2,4.3387,25,0.0,0,0,0,0,0,0,220,23,3,0.130435,1,0.0407,6.043
0,32,2,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3.9917,20,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
0,76,1,3,5,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4.1076,27,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
0,28,1,0,3,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3.7804,9,0.0,0,0,0,0,0,0,189,18,0,0.0,0,0.0191,7.056
0,22,3,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6635,14,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
1,66,1,3,3,1,0,0,0,0,0,0,5,1,1,1,1,0,0,0,4.5055,28,0.0,1,0,0,0,0,0,220,23,3,0.130435,1,0.0407,6.043
1,40,2,3,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3.9939,31,0.0,0,0,0,1,1,1,0,0,0,0.0,0,0.0,0.0
0,32,3,0,4,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,3.6167,12,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
1,46,2,1,2,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,4.3231,39,0.2414,0,0,7,0,0,0,0,0,0,0.0,0,0.0,0.0
1,37,2,1,2,1,1,0,0,0,0,0,7,0,0,0,0,0,0,0,4.2089,29,0.3684,0,0,7,0,0,0,0,0,0,0.0,0,0.0,0.0
1,55,1,0,7,1,0,0,0,0,0,0,2,0,0,5,1,0,0,1,4.3652,10,0.125,1,0,1,0,0,0,0,0,0,0.0,0,0.0,0.0
1,84,2,2,6,1,1,0,0,0,1,0,7,0,0,4,0,1,0,0,5.2162,15,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
0,34,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1019,26,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
1,42,2,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.318,33,0.0,0,0,0,1,0,0,0,0,0,0.0,0,0.0,0.0
0,31,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.9134,13,0.0,0,0,0,0,0,0,164,19,0,0.0,0,0.0224,6.0
1,31,1,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.9292,16,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
1,32,2,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9681,23,0.0,0,0,0,1,0,0,0,0,0,0.0,0,0.0,0.0
1,21,1,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,3.9395,6,0.0,0,0,0,0,0,0,238,25,2,0.08,1,0.0561,6.4
1,181,3,1,7,1,1,0,0,0,1,1,22,4,1,5,0,1,0,0,5.6792,15,0.0,4,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
0,27,3,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8003,18,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
0,32,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8164,23,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
0,22,3,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6292,14,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
1,193,6,8,7,1,3,0,0,0,1,4,54,0,0,5,0,0,0,0,5.2739,33,0.2857,1,0,3,0,0,0,0,0,0,0.0,0,0.0,0.0
1,67,3,2,7,1,1,0,0,0,0,0,0,0,0,4,0,0,0,1,4.17,22,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
1,20,1,0,3,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,3.8842,6,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
0,27,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0882,19,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
0,23,1,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.8492,10,0.0,0,0,0,0,0,0,173,20,0,0.0,0,0.0292,5.85
0,18,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1972,10,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
0,33,1,0,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3.7259,14,0.0,0,0,0,0,0,0,169,19,0,0.0,0,0.0284,6.526
0,20,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4464,12,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
1,37,2,1,2,1,1,0,0,0,0,0,6,0,0,0,0,0,0,0,4.4632,29,0.3,0,0,6,0,0,0,0,0,0,0.0,0,0.0,0.0
1,59,1,4,3,0,0,0,0,0,0,0,4,1,1,1,1,1,0,3,4.6599,25,0.0,1,0,0,0,0,1,240,24,2,0.083333,0,0.0567,6.375
0,29,1,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.9094,11,0.0,0,0,0,0,0,0,144,15,0,0.0,0,0.0254,6.467
1,80,1,0,4,1,0,0,0,0,0,0,11,0,0,2,0,0,0,0,4.7065,7,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
0,30,1,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.1614,17,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
0,42,1,0,3,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,4.2345,8,0.0,1,0,0,0,0,0,163,19,0,0.0,0,0.0296,6.211
1,59,2,1,3,1,1,0,0,0,1,0,7,0,0,1,0,0,0,0,4.6938,21,0.0588,0,0,1,0,0,0,0,0,0,0.0,0,0.0,0.0
0,29,1,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3.9614,11,0.0,0,0,0,0,0,0,129,16,0,0.0,0,0.0297,5.375
1,38,2,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9381,29,0.0,0,0,0,1,0,0,0,0,0,0.0,0,0.0,0.0
0,28,2,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9852,19,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
0,23,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6753,16,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
1,38,2,1,3,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,4.3065,29,0.0833,0,0,1,0,0,0,0,0,0,0.0,0,0.0,0.0
1,46,3,1,6,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,4.3816,7,0.0,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
0,37,4,0,5,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,3.8952,20,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
1,41,2,3,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4.0763,32,0.0,0,0,0,1,1,1,0,0,0,0.0,0,0.0,0.0
1,76,2,1,3,1,1,0,0,0,0,0,20,2,1,0,0,0,0,0,4.888,25,0.1,2,0,2,0,0,0,0,0,0,0.0,0,0.0,0.0
1,32,2,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2889,23,0.0,0,0,0,1,0,0,0,0,0,0.0,0,0.0,0.0
1,19,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6421,10,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
0,27,1,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.708,10,0.0,0,0,0,0,0,0,190,18,0,0.0,0,0.019,7.111
0,23,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7623,15,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
